9,5.70,-2.78,0.25,0.01,0.01
8.5,5.40,-3.00,0.25,0.01,0.01
8,4.82,-3.53,0.25,0.01,0.01
7.5,3.98,-4.45,0.25,0.01,0.01
7,2.08,-6.20,0.25,0.01,0.01
6.5,-1.65,-9.31,0.25,0.01,0.01
6,-5.70,-14.11,0.25,0.01,0.01
5.5,-11.48,-20.46,0.25,0.01,0.01
5,-18.48,-27.04,0.25,0.01,0.01
4.5,-26.62,-40,0.25,0.01,0.01
