9,5.85,-3.30,0.25,0.01,0.01
8.5,5.50,-3.38,0.25,0.01,0.01
8,4.98,-3.88,0.25,0.01,0.01
7.5,3.94,-5.01,0.25,0.01,0.01
7,1.96,-6.80,0.25,0.01,0.01
6.5,-0.99,-9.76,0.25,0.01,0.01
6,-6.14,-14.93,0.25,0.01,0.01
5.5,-12.04,-19.87,0.25,0.01,0.01
5,-18.22,-27.18,0.25,0.01,0.01
4.5,-26.75,-40,0.25,0.01,0.01
