9,7.89,-11.93,0.25,0.01,0.01
8.5,7.62,-12.14,0.25,0.01,0.01
8,7.15,-12.70,0.25,0.01,0.01
7.5,5.91,-13.98,0.25,0.01,0.01
7,4.31,-15.23,0.25,0.01,0.01
6.5,1.14,-18.59,0.25,0.01,0.01
6,-3.56,-23.60,0.25,0.01,0.01
5.5,-9.50,-31.30,0.25,0.01,0.01
5,-16.71, -40,0.25,0.01,0.01

