9,5.87,-3.27,0.25,0.01,0.01
8.5,5.55,-3.55,0.25,0.01,0.01
8,4.99,-4.06,0.25,0.01,0.01
7.5,4.01,-4.97,0.25,0.01,0.01
7,1.96,-6.79,0.25,0.01,0.01
6.5,-1.34,-9.89,0.25,0.01,0.01
6,-5.92,-14.95,0.25,0.01,0.01
5.5,-11.45,-22.43,0.25,0.01,0.01
5,-18.37,-29.40,0.25,0.01,0.01
4.5,-26.23,-40,0.25,0.01,0.01
